FIPS State and County Codes,Geographic area name,RAE Report Links,counties
9013,"Tolland County, Connecticut",https://cbb.census.gov/rae/#industry0=00&geoId=09013&geoType=county&view=report&reportType=detailed,Tolland County
9015,"Windham County, Connecticut",https://cbb.census.gov/rae/#industry0=00&geoId=09015&geoType=county&view=report&reportType=detailed,Windham County
10,Delaware,https://cbb.census.gov/rae/#industry0=00&geoId=10&geoType=state&view=report&reportType=detailed,Delaware
10001,"Kent County, Delaware",https://cbb.census.gov/rae/#industry0=00&geoId=10001&geoType=county&view=report&reportType=detailed,Kent County
10003,"New Castle County, Delaware",https://cbb.census.gov/rae/#industry0=00&geoId=10003&geoType=county&view=report&reportType=detailed,New Castle County
10005,"Sussex County, Delaware",https://cbb.census.gov/rae/#industry0=00&geoId=10005&geoType=county&view=report&reportType=detailed,Sussex County
11,District of Columbia,https://cbb.census.gov/rae/#industry0=00&geoId=11&geoType=state&view=report&reportType=detailed,District of Columbia
11001,"District of Columbia, District of Columbia",https://cbb.census.gov/rae/#industry0=00&geoId=11001&geoType=county&view=report&reportType=detailed,District of Columbia
12,Florida,https://cbb.census.gov/rae/#industry0=00&geoId=12&geoType=state&view=report&reportType=detailed,Florida
12001,"Alachua County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12001&geoType=county&view=report&reportType=detailed,Alachua County
12003,"Baker County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12003&geoType=county&view=report&reportType=detailed,Baker County
12005,"Bay County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12005&geoType=county&view=report&reportType=detailed,Bay County
12007,"Bradford County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12007&geoType=county&view=report&reportType=detailed,Bradford County
12009,"Brevard County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12009&geoType=county&view=report&reportType=detailed,Brevard County
12011,"Broward County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12011&geoType=county&view=report&reportType=detailed,Broward County
12013,"Calhoun County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12013&geoType=county&view=report&reportType=detailed,Calhoun County
12015,"Charlotte County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12015&geoType=county&view=report&reportType=detailed,Charlotte County
12017,"Citrus County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12017&geoType=county&view=report&reportType=detailed,Citrus County
12019,"Clay County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12019&geoType=county&view=report&reportType=detailed,Clay County
12021,"Collier County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12021&geoType=county&view=report&reportType=detailed,Collier County
12023,"Columbia County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12023&geoType=county&view=report&reportType=detailed,Columbia County
12027,"DeSoto County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12027&geoType=county&view=report&reportType=detailed,DeSoto County
12029,"Dixie County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12029&geoType=county&view=report&reportType=detailed,Dixie County
12031,"Duval County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12031&geoType=county&view=report&reportType=detailed,Duval County
12033,"Escambia County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12033&geoType=county&view=report&reportType=detailed,Escambia County
12035,"Flagler County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12035&geoType=county&view=report&reportType=detailed,Flagler County
12037,"Franklin County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12037&geoType=county&view=report&reportType=detailed,Franklin County
12039,"Gadsden County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12039&geoType=county&view=report&reportType=detailed,Gadsden County
12041,"Gilchrist County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12041&geoType=county&view=report&reportType=detailed,Gilchrist County
12043,"Glades County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12043&geoType=county&view=report&reportType=detailed,Glades County
12045,"Gulf County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12045&geoType=county&view=report&reportType=detailed,Gulf County
12047,"Hamilton County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12047&geoType=county&view=report&reportType=detailed,Hamilton County
12049,"Hardee County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12049&geoType=county&view=report&reportType=detailed,Hardee County
12051,"Hendry County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12051&geoType=county&view=report&reportType=detailed,Hendry County
12053,"Hernando County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12053&geoType=county&view=report&reportType=detailed,Hernando County
12055,"Highlands County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12055&geoType=county&view=report&reportType=detailed,Highlands County
12057,"Hillsborough County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12057&geoType=county&view=report&reportType=detailed,Hillsborough County
12059,"Holmes County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12059&geoType=county&view=report&reportType=detailed,Holmes County
12061,"Indian River County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12061&geoType=county&view=report&reportType=detailed,Indian River County
12063,"Jackson County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12063&geoType=county&view=report&reportType=detailed,Jackson County
12065,"Jefferson County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12065&geoType=county&view=report&reportType=detailed,Jefferson County
12067,"Lafayette County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12067&geoType=county&view=report&reportType=detailed,Lafayette County
12069,"Lake County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12069&geoType=county&view=report&reportType=detailed,Lake County
12071,"Lee County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12071&geoType=county&view=report&reportType=detailed,Lee County
12073,"Leon County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12073&geoType=county&view=report&reportType=detailed,Leon County
12075,"Levy County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12075&geoType=county&view=report&reportType=detailed,Levy County
12077,"Liberty County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12077&geoType=county&view=report&reportType=detailed,Liberty County
12079,"Madison County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12079&geoType=county&view=report&reportType=detailed,Madison County
12081,"Manatee County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12081&geoType=county&view=report&reportType=detailed,Manatee County
12083,"Marion County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12083&geoType=county&view=report&reportType=detailed,Marion County
12085,"Martin County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12085&geoType=county&view=report&reportType=detailed,Martin County
12086,"Miami-Dade County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12086&geoType=county&view=report&reportType=detailed,Miami-Dade County
12087,"Monroe County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12087&geoType=county&view=report&reportType=detailed,Monroe County
12089,"Nassau County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12089&geoType=county&view=report&reportType=detailed,Nassau County
12091,"Okaloosa County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12091&geoType=county&view=report&reportType=detailed,Okaloosa County
12093,"Okeechobee County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12093&geoType=county&view=report&reportType=detailed,Okeechobee County
12095,"Orange County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12095&geoType=county&view=report&reportType=detailed,Orange County
12097,"Osceola County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12097&geoType=county&view=report&reportType=detailed,Osceola County
12099,"Palm Beach County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12099&geoType=county&view=report&reportType=detailed,Palm Beach County
12101,"Pasco County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12101&geoType=county&view=report&reportType=detailed,Pasco County
12103,"Pinellas County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12103&geoType=county&view=report&reportType=detailed,Pinellas County
12105,"Polk County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12105&geoType=county&view=report&reportType=detailed,Polk County
12107,"Putnam County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12107&geoType=county&view=report&reportType=detailed,Putnam County
12109,"St. Johns County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12109&geoType=county&view=report&reportType=detailed,St. Johns County
12111,"St. Lucie County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12111&geoType=county&view=report&reportType=detailed,St. Lucie County
12113,"Santa Rosa County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12113&geoType=county&view=report&reportType=detailed,Santa Rosa County
12115,"Sarasota County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12115&geoType=county&view=report&reportType=detailed,Sarasota County
12117,"Seminole County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12117&geoType=county&view=report&reportType=detailed,Seminole County
12119,"Sumter County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12119&geoType=county&view=report&reportType=detailed,Sumter County
12121,"Suwannee County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12121&geoType=county&view=report&reportType=detailed,Suwannee County
12123,"Taylor County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12123&geoType=county&view=report&reportType=detailed,Taylor County
12125,"Union County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12125&geoType=county&view=report&reportType=detailed,Union County
12127,"Volusia County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12127&geoType=county&view=report&reportType=detailed,Volusia County
12129,"Wakulla County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12129&geoType=county&view=report&reportType=detailed,Wakulla County
12131,"Walton County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12131&geoType=county&view=report&reportType=detailed,Walton County
12133,"Washington County, Florida",https://cbb.census.gov/rae/#industry0=00&geoId=12133&geoType=county&view=report&reportType=detailed,Washington County
13,Georgia,https://cbb.census.gov/rae/#industry0=00&geoId=13&geoType=state&view=report&reportType=detailed,Georgia
13001,"Appling County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13001&geoType=county&view=report&reportType=detailed,Appling County
13003,"Atkinson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13003&geoType=county&view=report&reportType=detailed,Atkinson County
13005,"Bacon County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13005&geoType=county&view=report&reportType=detailed,Bacon County
13007,"Baker County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13007&geoType=county&view=report&reportType=detailed,Baker County
13009,"Baldwin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13009&geoType=county&view=report&reportType=detailed,Baldwin County
13011,"Banks County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13011&geoType=county&view=report&reportType=detailed,Banks County
13013,"Barrow County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13013&geoType=county&view=report&reportType=detailed,Barrow County
13015,"Bartow County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13015&geoType=county&view=report&reportType=detailed,Bartow County
13017,"Ben Hill County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13017&geoType=county&view=report&reportType=detailed,Ben Hill County
13019,"Berrien County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13019&geoType=county&view=report&reportType=detailed,Berrien County
13021,"Bibb County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13021&geoType=county&view=report&reportType=detailed,Bibb County
13023,"Bleckley County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13023&geoType=county&view=report&reportType=detailed,Bleckley County
13025,"Brantley County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13025&geoType=county&view=report&reportType=detailed,Brantley County
13027,"Brooks County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13027&geoType=county&view=report&reportType=detailed,Brooks County
13029,"Bryan County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13029&geoType=county&view=report&reportType=detailed,Bryan County
13031,"Bulloch County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13031&geoType=county&view=report&reportType=detailed,Bulloch County
13033,"Burke County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13033&geoType=county&view=report&reportType=detailed,Burke County
13035,"Butts County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13035&geoType=county&view=report&reportType=detailed,Butts County
13037,"Calhoun County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13037&geoType=county&view=report&reportType=detailed,Calhoun County
13039,"Camden County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13039&geoType=county&view=report&reportType=detailed,Camden County
13043,"Candler County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13043&geoType=county&view=report&reportType=detailed,Candler County
13045,"Carroll County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13045&geoType=county&view=report&reportType=detailed,Carroll County
13047,"Catoosa County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13047&geoType=county&view=report&reportType=detailed,Catoosa County
13049,"Charlton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13049&geoType=county&view=report&reportType=detailed,Charlton County
13051,"Chatham County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13051&geoType=county&view=report&reportType=detailed,Chatham County
13053,"Chattahoochee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13053&geoType=county&view=report&reportType=detailed,Chattahoochee County
13055,"Chattooga County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13055&geoType=county&view=report&reportType=detailed,Chattooga County
13057,"Cherokee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13057&geoType=county&view=report&reportType=detailed,Cherokee County
13059,"Clarke County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13059&geoType=county&view=report&reportType=detailed,Clarke County
13061,"Clay County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13061&geoType=county&view=report&reportType=detailed,Clay County
13063,"Clayton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13063&geoType=county&view=report&reportType=detailed,Clayton County
13065,"Clinch County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13065&geoType=county&view=report&reportType=detailed,Clinch County
13067,"Cobb County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13067&geoType=county&view=report&reportType=detailed,Cobb County
13069,"Coffee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13069&geoType=county&view=report&reportType=detailed,Coffee County
13071,"Colquitt County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13071&geoType=county&view=report&reportType=detailed,Colquitt County
13073,"Columbia County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13073&geoType=county&view=report&reportType=detailed,Columbia County
13075,"Cook County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13075&geoType=county&view=report&reportType=detailed,Cook County
13077,"Coweta County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13077&geoType=county&view=report&reportType=detailed,Coweta County
13079,"Crawford County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13079&geoType=county&view=report&reportType=detailed,Crawford County
13081,"Crisp County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13081&geoType=county&view=report&reportType=detailed,Crisp County
13083,"Dade County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13083&geoType=county&view=report&reportType=detailed,Dade County
13085,"Dawson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13085&geoType=county&view=report&reportType=detailed,Dawson County
13087,"Decatur County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13087&geoType=county&view=report&reportType=detailed,Decatur County
13089,"DeKalb County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13089&geoType=county&view=report&reportType=detailed,DeKalb County
13091,"Dodge County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13091&geoType=county&view=report&reportType=detailed,Dodge County
13093,"Dooly County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13093&geoType=county&view=report&reportType=detailed,Dooly County
13095,"Dougherty County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13095&geoType=county&view=report&reportType=detailed,Dougherty County
13097,"Douglas County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13097&geoType=county&view=report&reportType=detailed,Douglas County
13099,"Early County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13099&geoType=county&view=report&reportType=detailed,Early County
13101,"Echols County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13101&geoType=county&view=report&reportType=detailed,Echols County
13103,"Effingham County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13103&geoType=county&view=report&reportType=detailed,Effingham County
13105,"Elbert County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13105&geoType=county&view=report&reportType=detailed,Elbert County
13107,"Emanuel County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13107&geoType=county&view=report&reportType=detailed,Emanuel County
13109,"Evans County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13109&geoType=county&view=report&reportType=detailed,Evans County
13111,"Fannin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13111&geoType=county&view=report&reportType=detailed,Fannin County
13113,"Fayette County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13113&geoType=county&view=report&reportType=detailed,Fayette County
13115,"Floyd County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13115&geoType=county&view=report&reportType=detailed,Floyd County
13117,"Forsyth County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13117&geoType=county&view=report&reportType=detailed,Forsyth County
13119,"Franklin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13119&geoType=county&view=report&reportType=detailed,Franklin County
13121,"Fulton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13121&geoType=county&view=report&reportType=detailed,Fulton County
13123,"Gilmer County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13123&geoType=county&view=report&reportType=detailed,Gilmer County
13125,"Glascock County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13125&geoType=county&view=report&reportType=detailed,Glascock County
13127,"Glynn County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13127&geoType=county&view=report&reportType=detailed,Glynn County
13129,"Gordon County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13129&geoType=county&view=report&reportType=detailed,Gordon County
13131,"Grady County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13131&geoType=county&view=report&reportType=detailed,Grady County
13133,"Greene County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13133&geoType=county&view=report&reportType=detailed,Greene County
13135,"Gwinnett County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13135&geoType=county&view=report&reportType=detailed,Gwinnett County
13137,"Habersham County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13137&geoType=county&view=report&reportType=detailed,Habersham County
13139,"Hall County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13139&geoType=county&view=report&reportType=detailed,Hall County
13141,"Hancock County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13141&geoType=county&view=report&reportType=detailed,Hancock County
13143,"Haralson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13143&geoType=county&view=report&reportType=detailed,Haralson County
13145,"Harris County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13145&geoType=county&view=report&reportType=detailed,Harris County
13147,"Hart County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13147&geoType=county&view=report&reportType=detailed,Hart County
13149,"Heard County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13149&geoType=county&view=report&reportType=detailed,Heard County
13151,"Henry County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13151&geoType=county&view=report&reportType=detailed,Henry County
13153,"Houston County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13153&geoType=county&view=report&reportType=detailed,Houston County
13155,"Irwin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13155&geoType=county&view=report&reportType=detailed,Irwin County
13157,"Jackson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13157&geoType=county&view=report&reportType=detailed,Jackson County
13159,"Jasper County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13159&geoType=county&view=report&reportType=detailed,Jasper County
13161,"Jeff Davis County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13161&geoType=county&view=report&reportType=detailed,Jeff Davis County
13163,"Jefferson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13163&geoType=county&view=report&reportType=detailed,Jefferson County
13165,"Jenkins County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13165&geoType=county&view=report&reportType=detailed,Jenkins County
13167,"Johnson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13167&geoType=county&view=report&reportType=detailed,Johnson County
13169,"Jones County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13169&geoType=county&view=report&reportType=detailed,Jones County
13171,"Lamar County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13171&geoType=county&view=report&reportType=detailed,Lamar County
13173,"Lanier County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13173&geoType=county&view=report&reportType=detailed,Lanier County
13175,"Laurens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13175&geoType=county&view=report&reportType=detailed,Laurens County
13177,"Lee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13177&geoType=county&view=report&reportType=detailed,Lee County
13179,"Liberty County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13179&geoType=county&view=report&reportType=detailed,Liberty County
13181,"Lincoln County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13181&geoType=county&view=report&reportType=detailed,Lincoln County
13183,"Long County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13183&geoType=county&view=report&reportType=detailed,Long County
13185,"Lowndes County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13185&geoType=county&view=report&reportType=detailed,Lowndes County
13187,"Lumpkin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13187&geoType=county&view=report&reportType=detailed,Lumpkin County
13189,"McDuffie County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13189&geoType=county&view=report&reportType=detailed,McDuffie County
13191,"McIntosh County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13191&geoType=county&view=report&reportType=detailed,McIntosh County
13193,"Macon County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13193&geoType=county&view=report&reportType=detailed,Macon County
13195,"Madison County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13195&geoType=county&view=report&reportType=detailed,Madison County
13197,"Marion County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13197&geoType=county&view=report&reportType=detailed,Marion County
13199,"Meriwether County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13199&geoType=county&view=report&reportType=detailed,Meriwether County
13201,"Miller County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13201&geoType=county&view=report&reportType=detailed,Miller County
13205,"Mitchell County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13205&geoType=county&view=report&reportType=detailed,Mitchell County
13207,"Monroe County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13207&geoType=county&view=report&reportType=detailed,Monroe County
13209,"Montgomery County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13209&geoType=county&view=report&reportType=detailed,Montgomery County
13211,"Morgan County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13211&geoType=county&view=report&reportType=detailed,Morgan County
13213,"Murray County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13213&geoType=county&view=report&reportType=detailed,Murray County
13215,"Muscogee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13215&geoType=county&view=report&reportType=detailed,Muscogee County
13217,"Newton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13217&geoType=county&view=report&reportType=detailed,Newton County
13219,"Oconee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13219&geoType=county&view=report&reportType=detailed,Oconee County
13221,"Oglethorpe County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13221&geoType=county&view=report&reportType=detailed,Oglethorpe County
13223,"Paulding County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13223&geoType=county&view=report&reportType=detailed,Paulding County
13225,"Peach County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13225&geoType=county&view=report&reportType=detailed,Peach County
13227,"Pickens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13227&geoType=county&view=report&reportType=detailed,Pickens County
13229,"Pierce County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13229&geoType=county&view=report&reportType=detailed,Pierce County
13231,"Pike County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13231&geoType=county&view=report&reportType=detailed,Pike County
13233,"Polk County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13233&geoType=county&view=report&reportType=detailed,Polk County
13235,"Pulaski County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13235&geoType=county&view=report&reportType=detailed,Pulaski County
13237,"Putnam County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13237&geoType=county&view=report&reportType=detailed,Putnam County
13239,"Quitman County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13239&geoType=county&view=report&reportType=detailed,Quitman County
13241,"Rabun County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13241&geoType=county&view=report&reportType=detailed,Rabun County
13243,"Randolph County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13243&geoType=county&view=report&reportType=detailed,Randolph County
13245,"Richmond County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13245&geoType=county&view=report&reportType=detailed,Richmond County
13247,"Rockdale County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13247&geoType=county&view=report&reportType=detailed,Rockdale County
13249,"Schley County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13249&geoType=county&view=report&reportType=detailed,Schley County
13251,"Screven County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13251&geoType=county&view=report&reportType=detailed,Screven County
13253,"Seminole County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13253&geoType=county&view=report&reportType=detailed,Seminole County
13255,"Spalding County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13255&geoType=county&view=report&reportType=detailed,Spalding County
13257,"Stephens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13257&geoType=county&view=report&reportType=detailed,Stephens County
13259,"Stewart County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13259&geoType=county&view=report&reportType=detailed,Stewart County
13261,"Sumter County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13261&geoType=county&view=report&reportType=detailed,Sumter County
13263,"Talbot County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13263&geoType=county&view=report&reportType=detailed,Talbot County
13265,"Taliaferro County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13265&geoType=county&view=report&reportType=detailed,Taliaferro County
13267,"Tattnall County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13267&geoType=county&view=report&reportType=detailed,Tattnall County
